result_id,type,description,value,unit,artifact,script,source_data,specification,causal_status
TABLE_048,table_csv,REGISTRY_TREND_SENSITIVITY_MODELS,,,outputs/tables/REGISTRY_TREND_SENSITIVITY_MODELS.csv,src/24_analyze_registry_trend_sensitivity.R,Registry Brazil quarterly panel (SIDRA 4406; PNADC denominators),post-result trend-sensitivity protocol v1.0.0 (frozen before its estimates; gate failed),specification envelope; calibration gate failed; not a confidence or causal bound
TABLE_049,table_csv,REGISTRY_TREND_SENSITIVITY_PLACEBOS,,,outputs/tables/REGISTRY_TREND_SENSITIVITY_PLACEBOS.csv,src/24_analyze_registry_trend_sensitivity.R,Registry Brazil quarterly panel (SIDRA 4406; PNADC denominators),post-result trend-sensitivity protocol v1.0.0 (frozen before its estimates; gate failed),specification envelope; calibration gate failed; not a confidence or causal bound
TABLE_050,table_csv,REGISTRY_TREND_SENSITIVITY_SUMMARY,,,outputs/tables/REGISTRY_TREND_SENSITIVITY_SUMMARY.csv,src/24_analyze_registry_trend_sensitivity.R,Registry Brazil quarterly panel (SIDRA 4406; PNADC denominators),post-result trend-sensitivity protocol v1.0.0 (frozen before its estimates; gate failed),specification envelope; calibration gate failed; not a confidence or causal bound
TABLE_051,table_csv,REGISTRY_TREND_SPECIFICATION_DIVERGENCE,,,outputs/tables/REGISTRY_TREND_SPECIFICATION_DIVERGENCE.csv,src/13_analyze_registry.R,IBGE SIDRA table 4406; PNADC quarterly denominators,locked descriptive/export specification,"diagnostic, mechanism, or robustness as labeled"
TABLE_052,table_csv,SINASC_BRAZIL_HAC,,,outputs/tables/SINASC_BRAZIL_HAC.csv,src/22_analyze_sinasc.R,SINASC open microdata (MS/SVSA); 2015 excluded under extension Amendment A1,SINASC extension lock v1.0.0 + Amendment A1 (frozen before post-reform contrasts),extension diagnostics reject causal reading; diagnostic/descriptive only
TABLE_053,table_csv,SINASC_EVENT_STUDY_DIAGNOSTICS,,,outputs/tables/SINASC_EVENT_STUDY_DIAGNOSTICS.csv,src/22_analyze_sinasc.R,SINASC open microdata (MS/SVSA); 2015 excluded under extension Amendment A1,SINASC extension lock v1.0.0 + Amendment A1 (frozen before post-reform contrasts),extension diagnostics reject causal reading; diagnostic/descriptive only
TABLE_054,table_csv,SINASC_FERTILITY_S4,,,outputs/tables/SINASC_FERTILITY_S4.csv,src/22_analyze_sinasc.R,SINASC open microdata (MS/SVSA); 2015 excluded under extension Amendment A1,SINASC extension lock v1.0.0 + Amendment A1 (frozen before post-reform contrasts),extension diagnostic or null contrast as labeled
TABLE_055,table_csv,SINASC_MISSINGNESS_DIAGNOSTIC,,,outputs/tables/SINASC_MISSINGNESS_DIAGNOSTIC.csv,src/22_analyze_sinasc.R,SINASC open microdata (MS/SVSA); 2015 excluded under extension Amendment A1,SINASC extension lock v1.0.0 + Amendment A1 (frozen before post-reform contrasts),extension diagnostic or null contrast as labeled
TABLE_056,table_csv,SINASC_PLACEBO_DATES,,,outputs/tables/SINASC_PLACEBO_DATES.csv,src/22_analyze_sinasc.R,SINASC open microdata (MS/SVSA); 2015 excluded under extension Amendment A1,SINASC extension lock v1.0.0 + Amendment A1 (frozen before post-reform contrasts),extension diagnostics reject causal reading; diagnostic/descriptive only
TABLE_057,table_csv,SINASC_STATUS_EVENT_STUDY,,,outputs/tables/SINASC_STATUS_EVENT_STUDY.csv,src/22_analyze_sinasc.R,SINASC open microdata (MS/SVSA); 2015 excluded under extension Amendment A1,SINASC extension lock v1.0.0 + Amendment A1 (frozen before post-reform contrasts),extension diagnostics reject causal reading; diagnostic/descriptive only
TABLE_058,table_csv,SINASC_STATUS_PRIMARY,,,outputs/tables/SINASC_STATUS_PRIMARY.csv,src/22_analyze_sinasc.R,SINASC open microdata (MS/SVSA); 2015 excluded under extension Amendment A1,SINASC extension lock v1.0.0 + Amendment A1 (frozen before post-reform contrasts),extension diagnostics reject causal reading; diagnostic/descriptive only
TABLE_059,table_csv,SINASC_STATUS_ROBUSTNESS,,,outputs/tables/SINASC_STATUS_ROBUSTNESS.csv,src/22_analyze_sinasc.R,SINASC open microdata (MS/SVSA); 2015 excluded under extension Amendment A1,SINASC extension lock v1.0.0 + Amendment A1 (frozen before post-reform contrasts),extension diagnostics reject causal reading; diagnostic/descriptive only
TABLE_060,table_csv,TABLE_01_AUDIT_AND_COVERAGE,,,outputs/tables/TABLE_01_AUDIT_AND_COVERAGE.csv,src/19_export_results.R,audited Registry and PNADC derived results,locked descriptive/export specification,"diagnostic, mechanism, or robustness as labeled"
TABLE_061,table_csv,TABLE_02_DESCRIPTIVE_REGISTRY,,,outputs/tables/TABLE_02_DESCRIPTIVE_REGISTRY.csv,src/13_analyze_registry.R,IBGE SIDRA table 4406; PNADC quarterly denominators,locked descriptive/export specification,"diagnostic, mechanism, or robustness as labeled"
TABLE_062,table_csv,TABLE_03_REGISTRY_PRIMARY,,,outputs/tables/TABLE_03_REGISTRY_PRIMARY.csv,src/13_analyze_registry.R,IBGE SIDRA table 4406; PNADC quarterly denominators,locked primary,primary/confirmatory as labeled; assumption-sensitive
TABLE_063,table_csv,TABLE_04_REGISTRY_SPECIFICATION_ROBUSTNESS,,,outputs/tables/TABLE_04_REGISTRY_SPECIFICATION_ROBUSTNESS.csv,src/13_analyze_registry.R,IBGE SIDRA table 4406; PNADC quarterly denominators,locked diagnostic/robustness,"diagnostic, mechanism, or robustness as labeled"
TABLE_064,table_csv,TABLE_05_DELAY_AND_RECAPTURE,,,outputs/tables/TABLE_05_DELAY_AND_RECAPTURE.csv,src/14_analyze_delay_exposure.R,IBGE SIDRA table 4406; PNADC quarterly denominators,locked mechanism estimand,"diagnostic, mechanism, or robustness as labeled"
TABLE_065,table_csv,TABLE_06_EXPOSURE_DDD,,,outputs/tables/TABLE_06_EXPOSURE_DDD.csv,src/14_analyze_delay_exposure.R,IBGE SIDRA table 4406; PNADC denominator panel,locked complementary DDD,"diagnostic, mechanism, or robustness as labeled"
TABLE_066,table_csv,TABLE_07A_PNADC_UNION_PRIMARY,,,outputs/tables/TABLE_07A_PNADC_UNION_PRIMARY.csv,src/15_analyze_pnadc_cells.R,PNADC quarterly microdata; design-based analytic cells,locked behavioral estimand/robustness,primary/confirmatory as labeled; assumption-sensitive
TABLE_067,table_csv,TABLE_07B_PNADC_UNION_MICRODATA,,,outputs/tables/TABLE_07B_PNADC_UNION_MICRODATA.csv,src/16_analyze_pnadc_microdata.R,PNADC quarterly microdata; design-based analytic cells,locked behavioral estimand/robustness,"diagnostic, mechanism, or robustness as labeled"
TABLE_068,table_csv,TABLE_08_INFERENCE_TRIANGULATION,,,outputs/tables/TABLE_08_INFERENCE_TRIANGULATION.csv,src/19_export_results.R,audited Registry and PNADC derived results,locked descriptive/export specification,"diagnostic, mechanism, or robustness as labeled"
TABLE_069,table_csv,TABLE_09_POWER_AND_MDE,,,outputs/tables/TABLE_09_POWER_AND_MDE.csv,src/18_diagnostics_power.R,audited Registry and PNADC derived results,locked diagnostic/robustness,"diagnostic, mechanism, or robustness as labeled"
TABLE_070,table_csv,TABLE_10_MONTHLY_REGISTRATION_ROBUSTNESS,,,outputs/tables/TABLE_10_MONTHLY_REGISTRATION_ROBUSTNESS.csv,src/17_analyze_registry_monthly.R,audited Registry and PNADC derived results,locked diagnostic/robustness,"diagnostic, mechanism, or robustness as labeled"
